pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1898 b,TOI-1898,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,45.52214556,0.00004757,-0.00004757,0,,,,,9.706,0.486,-0.486,0,0.866,0.043,-0.043,0,,,,,,,,,,,,,,51.01,,,0,682,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6303.91,141.81,-141.81,0,1.61,0.08,-0.08,0,,,,,,,,,,4.12,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h38m13.27s,144.5553000,+23d32m48.29s,23.5467464,79.6682000,0.4423000,-0.4377000,7.8700000,0.0300000,-0.0300000,6.6630000,0.0230000,-0.0230000,7.7480000,0.0003090,-0.0003090,2024-09-30,2017-07,2024-09-30
TOI-2095 b,TOI-2095,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.66486600,0.00004797,-0.00004797,0,,,,,1.298,0.488,-0.488,0,0.116,0.044,-0.044,0,,,,,,,,,,,,,,3.60,,,0,351,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3746.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2024-09-30,2017-07,2024-09-30
TOI-2095 c,TOI-2095,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,28.17225007,0.00008853,-0.00008853,0,,,,,1.448,0.519,-0.519,0,0.129,0.046,-0.046,0,,,,,,,,,,,,,,1.93,,,0,301,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3746.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2024-09-30,2017-07,2024-09-30
TOI-2134 b,TOI-2134,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.22920780,0.00000560,-0.00000560,0,,,,,3.219,0.269,-0.269,0,0.287,0.024,-0.024,0,,,,,,,,,,,,,,37.66,,,0,690,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4406.00,123.34,-123.34,0,0.77,0.06,-0.06,0,,,,,,,,,,4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,0.0160000,-0.0159000,8.9330000,0.0030000,-0.0030000,6.0910000,0.0170000,-0.0170000,8.5077000,0.0005110,-0.0005110,2024-09-30,2017-07,2024-09-30
TOI-2134 c,TOI-2134,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,95.85316250,0.00003290,-0.00003290,0,,,,,5.958,0.497,-0.497,0,0.532,0.044,-0.044,0,,,,,,,,,,,,,,2.69,,,0,356,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4406.00,123.34,-123.34,0,0.77,0.06,-0.06,0,,,,,,,,,,4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,0.0160000,-0.0159000,8.9330000,0.0030000,-0.0030000,6.0910000,0.0170000,-0.0170000,8.5077000,0.0005110,-0.0005110,2024-09-30,2017-07,2024-09-30
TOI-2285 b,TOI-2285,0,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,27.26720158,0.00020430,-0.00020430,0,,,,,1.578,2.747,-2.747,0,0.141,0.245,-0.245,0,,,,,,,,,,,,,,1.61,,,0,287,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3546.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.4090000,0.0470000,-0.0470000,13.4030000,0.0920000,-0.0920000,9.0340000,0.0220000,-0.0220000,12.4314000,0.0003840,-0.0003840,2024-09-30,2017-07,2024-09-30
TOI-2525 b,TOI-2525,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,23.34185357,0.00088368,-0.00088368,0,,,,,9.727,7.509,-7.509,0,0.868,0.670,-0.670,0,,,,,,,,,,,,,,16.36,,,0,513,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4944.00,122.00,-122.00,0,0.82,,,0,,,,,,,,,,4.51,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.3980000,2.2530000,-2.2290000,14.2160000,0.0920000,-0.0920000,11.9050000,0.0240000,-0.0240000,14.0120000,0.0002420,-0.0002420,2024-09-30,2017-07,2024-09-30
TOI-4127 b,TOI-4127,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,56.40437480,0.00020540,-0.00020540,0,,,,,12.545,0.611,-0.611,0,1.119,0.054,-0.054,0,,,,,,,,,,,,,,0.91,,,0,272,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6433.00,138.40,-138.40,0,1.25,0.06,-0.06,0,,,,,,,,,,4.36,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h01m37.09s,105.4045516,+72d24m53.75s,72.4149297,319.6320000,3.3510000,-3.2830000,11.4410000,0.0100000,-0.0100000,10.2450000,0.0160000,-0.0160000,11.4122000,0.0005330,-0.0005330,2024-09-30,2017-07,2024-09-30
TOI-4406 b,TOI-4406,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,30.08350298,0.00005345,-0.00005345,0,,,,,12.128,0.666,-0.666,0,1.082,0.059,-0.059,0,,,,,,,,,,,,,,58.01,,,0,704,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5906.50,126.21,-126.21,0,1.41,0.07,-0.07,0,,,,,,,,,,4.17,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m11.64s,18.0485164,-56d55m31.40s,-56.9253875,261.8340000,1.7500000,-1.7260000,10.9370000,0.0070000,-0.0070000,9.7300000,0.0230000,-0.0230000,10.9545000,0.0004630,-0.0004630,2024-09-30,2017-07,2024-09-30
TOI-4582 b,TOI-4582,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,31.03432140,0.00028325,-0.00028325,0,,,,,10.158,0.536,-0.536,0,0.906,0.048,-0.048,0,,,,,,,,,,,,,,33.73,,,0,615,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5234.00,122.00,-122.00,0,2.57,,,0,,,,,,,,,,4.44,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.8460000,3.6280000,-3.5620000,11.2700000,0.0140000,-0.0140000,9.3290010,0.0200000,-0.0200000,11.0809000,0.0003640,-0.0003640,2024-09-30,2017-07,2024-09-30
TOI-4600 b,TOI-4600,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,82.69014391,0.00087912,-0.00087912,0,,,,,6.824,0.479,-0.479,0,0.609,0.043,-0.043,0,,,,,,,,,,,,,,3.32,,,0,344,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5073.00,123.90,-123.90,0,0.83,0.05,-0.05,0,,,,,,,,,,4.53,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,1.1700000,-1.1590000,12.5770000,0.0340000,-0.0340000,10.5710000,0.0180000,-0.0180000,12.4406000,0.0002520,-0.0002520,2024-09-30,2017-07,2024-09-30
TOI-5076 b,TOI-5076,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,23.44289120,0.00011990,-0.00011990,0,,,,,3.026,0.265,-0.265,0,0.270,0.024,-0.024,0,,,,,,,,,,,,,,12.84,,,0,527,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4794.40,151.40,-151.40,0,0.85,0.07,-0.07,0,,,,,,,,,,4.47,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h22m02.50s,50.5104166,+17d14m21.15s,17.2392094,82.8570000,0.3062000,-0.3041000,10.9000000,0.0300000,-0.0300000,8.5820000,0.0200000,-0.0200000,10.5927000,0.0003990,-0.0003990,2024-09-30,2017-07,2024-09-30
TOI-5542 b,TOI-5542,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,75.12470370,0.00077410,-0.00077410,0,,,,,13.806,0.850,-0.850,0,1.232,0.076,-0.076,0,,,,,,,,,,,,,,7.62,,,0,462,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5392.90,124.10,-124.10,0,1.27,0.07,-0.07,0,,,,,,,,,,4.20,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.8490000,3.6780000,-3.6040000,12.4200000,0.0460000,-0.0460000,10.8970000,0.0210000,-0.0210000,12.2819000,0.0001890,-0.0001890,2024-09-30,2017-07,2024-09-30
TOI-6029 b,TOI-6029,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.79986260,0.00004330,-0.00004330,0,,,,,11.022,,,0,0.983,,,0,,,,,,,,,,,,,,806.79,,,0,1484,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5852.00,122.00,-122.00,0,2.55,,,0,,,,,,,,,,3.65,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h33m32.70s,8.3862555,+61d51m38.76s,61.8607659,603.1190000,11.7170000,-11.2860000,12.8580000,0.0380000,-0.0380000,10.3690000,0.0230000,-0.0230000,12.2681000,0.0001610,-0.0001610,2024-09-30,2017-07,2024-09-30
TOI-654.01,TOI-654,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.52756390,0.00000308,-0.00000308,0,,,,,2.610,0.135,-0.135,0,0.233,0.012,-0.012,0,,,,,,,,,,,,,,59.37,,,0,708,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3433.00,86.00,-86.00,0,0.43,0.01,-0.01,0,,,,,,,,,,4.90,0.43,-0.43,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m53.89s,164.7245509,-05d32m51.16s,-5.5475446,57.7553000,0.1830000,-0.1819000,14.5400000,0.1000000,-0.1000000,9.9180000,0.0210000,-0.0210000,13.4339000,0.0005470,-0.0005470,2024-09-30,2017-07,2024-09-30
WASP-106 b,WASP-106,0,1,1,Transit,2014,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.28970063,0.00000625,-0.00000625,0,,,,,11.481,0.526,-0.526,0,1.024,0.047,-0.047,0,,,,,,,,,,,,,,327.83,,,0,1085,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6055.00,,,0,1.42,0.06,-0.06,0,,,,,,,,,,4.23,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m43.11s,166.4296276,-05d04m46.15s,-5.0794854,352.1810000,6.3930000,-6.1720000,11.2100000,0.0180000,-0.0180000,10.1610000,0.0270000,-0.0270000,11.3659000,0.0006780,-0.0006780,2024-09-30,2017-07,2024-09-30
WASP-129 b,WASP-129,0,2,1,Transit,2016,SuperWASP-South,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.74813229,0.00000171,-0.00000171,0,,,,,13.143,0.629,-0.629,0,1.173,0.056,-0.056,0,,,,,,,,,,,,,,345.72,,,0,1100,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5900.00,,,0,1.13,0.05,-0.05,0,,,,,,,,,,4.53,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,301.4620000,3.3800000,-3.3070000,12.1790000,0.0250000,-0.0250000,10.4120000,0.0230000,-0.0230000,11.8127000,0.0002320,-0.0002320,2024-09-30,2017-07,2024-09-30
WASP-19 b,WASP-19,0,1,1,Transit,2009,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.78883893,0.00000033,-0.00000033,0,,,,,16.413,0.779,-0.779,0,1.464,0.069,-0.069,0,,,,,,,,,,,,,,3170.99,,,0,1914,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5568.00,,,0,1.03,0.05,-0.05,0,,,,,,,,,,4.39,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,268.3250000,1.7200000,-1.6980000,12.2480000,0.0690000,-0.0690000,10.4810000,0.0230000,-0.0230000,12.1088000,0.0005330,-0.0005330,2024-09-30,2017-07,2024-09-30
WASP-22 b,WASP-22,0,1,1,Transit,2010,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.53282200,0.00013800,-0.00013800,0,,,,,13.475,0.184,-0.184,0,1.202,0.016,-0.016,0,,,,,,,,,,,,,,837.70,,,0,1372,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6153.00,,,0,1.25,,,0,,,,,,,,,,4.34,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m16.33s,52.8180374,-23d49m11.25s,-23.8197924,317.6520000,5.6380000,-5.4470000,11.9900000,0.0250000,-0.0250000,10.3180000,0.0200000,-0.0200000,11.5821000,0.0006660,-0.0006660,2024-09-30,2017-07,2024-09-30
WASP-23 b,WASP-23,0,1,1,Transit,2010,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.94442730,0.00000085,-0.00000085,0,,,,,12.792,0.849,-0.849,0,1.141,0.076,-0.076,0,,,,,,,,,,,,,,317.43,,,0,1077,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5150.00,,,0,0.89,0.06,-0.06,0,,,,,,,,,,4.56,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,207.4900000,1.0310000,-1.0220000,12.5390000,0.0920000,-0.0920000,10.4500000,0.0230000,-0.0230000,12.3208000,0.0001720,-0.0001720,2024-09-30,2017-07,2024-09-30
WASP-31 b,WASP-31,0,1,1,Transit,2010,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.40588950,0.00000087,-0.00000087,0,,,,,17.286,0.738,-0.738,0,1.542,0.066,-0.066,0,,,,,,,,,,,,,,970.94,,,0,1424,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6302.00,,,0,1.27,0.05,-0.05,0,,,,,,,,,,4.31,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.8290000,6.4370000,-6.2310000,11.6580000,0.0270000,-0.0270000,10.6500000,0.0270000,-0.0270000,11.8163000,0.0004360,-0.0004360,2024-09-30,2017-07,2024-09-30
WASP-43 b,WASP-43,0,1,1,Transit,2011,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.81347327,0.00000030,-0.00000030,0,,,,,13.112,1.294,-1.294,0,1.170,0.115,-0.115,0,,,,,,,,,,,,,,680.90,,,0,1303,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4400.00,,,0,0.76,0.07,-0.07,0,,,,,,,,,,4.65,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,86.7467000,0.3281000,-0.3257000,12.3050000,0.0570000,-0.0570000,9.2670000,0.0260000,-0.0260000,11.9070000,0.0018470,-0.0018470,2024-09-30,2017-07,2024-09-30
WASP-6 b,WASP-6,0,1,1,Transit,2009,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.36100125,0.00000049,-0.00000049,0,,,,,12.740,0.640,-0.640,0,1.137,0.057,-0.057,0,,,,,,,,,,,,,,273.03,,,0,1037,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5375.00,,,0,0.82,0.04,-0.04,0,,,,,,,,,,4.49,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h12m37.71s,348.1571282,-22d40m26.85s,-22.6741248,197.1190000,1.6320000,-1.6070000,11.9070000,0.0340000,-0.0340000,10.3250000,0.0250000,-0.0250000,11.9761000,0.0004800,-0.0004800,2024-09-30,2017-07,2024-09-30
WASP-66 b,WASP-66,0,1,1,Transit,2012,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.08604954,0.00000219,-0.00000219,0,,,,,13.032,0.664,-0.664,0,1.163,0.059,-0.059,0,,,,,,,,,,,,,,1434.77,,,0,1570,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6580.00,,,0,1.48,0.07,-0.07,0,,,,,,,,,,4.07,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,500.2580000,13.5090000,-12.8280000,11.6050000,0.0150000,-0.0150000,10.4520000,0.0220000,-0.0220000,11.5904000,0.0005840,-0.0005840,2024-09-30,2017-07,2024-09-30
WASP-87 b,WASP-87,0,2,1,Transit,2016,Anglo-Australian Telescope,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.68279170,0.00000107,-0.00000107,0,,,,,14.870,0.687,-0.687,0,1.327,0.061,-0.061,0,,,,,,,,,,,,,,4170.10,,,0,2050,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6271.00,196.00,-196.00,0,1.57,0.07,-0.07,0,,,,,,,,,,4.08,0.41,-0.41,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h21m17.92s,185.3246821,-52d50m26.94s,-52.8408163,298.3920000,3.6220000,-3.5360000,10.7270000,0.0060000,-0.0060000,9.5520000,0.0250000,-0.0250000,10.7091000,0.0003070,-0.0003070,2024-09-30,2017-07,2024-09-30
