pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1685 b,TOI-1685,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,0.66913924,0.00000042,-0.00000042,0,0.011380,0.000350,-0.000340,0,1.468,0.050,-0.051,0,0.131,0.004,-0.005,0,3.03000,0.33000,-0.32000,0,0.00953,0.00104,-0.00101,0,Mass,0.000000,,,0,236.00,15.00,-15.00,0,1062,27,-27,0,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,M2.65 V,3575.00,53.00,-53.00,0,0.46,0.01,-0.01,0,0.45,0.02,-0.02,0,0.300,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.6153000,0.0728000,-0.0725000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080,2024-08-07,2024-05,2024-08-07
TOI-2260 b,TOI-2260,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.35245970,0.00000050,-0.00000050,0,,,,,1.762,0.165,-0.165,0,0.157,0.015,-0.015,0,,,,,,,,,,,,,,1844.98,,,0,1825,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5432.00,126.10,-126.10,0,0.90,0.05,-0.05,0,,,,,,,,,,4.51,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.2510000,0.2840000,-0.2830000,10.4740000,0.0060000,-0.0060000,8.6840000,0.0160000,-0.0160000,10.2488000,0.0008160,-0.0008160,2024-08-07,2017-07,2024-08-07
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,5.19757600,0.00000500,-0.00000500,0,0.055400,0.001000,-0.001000,0,2.640,0.080,-0.080,0,0.236,0.007,-0.007,0,6.70000,0.60000,-0.60000,0,0.02108,0.00189,-0.00189,0,Mass,0.130000,0.050000,-0.050000,0,,,,,922,14,-14,0,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,G9 V,5291.00,64.00,-64.00,0,0.87,0.01,-0.01,0,0.83,0.05,-0.05,0,-0.044,0.040,-0.040,0,[Fe/H],4.48,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2024-08-07,2024-06,2024-08-07
TOI-421 c,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,16.06754100,0.00000400,-0.00000400,0,0.117000,0.001800,-0.001800,0,5.090,0.070,-0.070,0,0.454,0.006,-0.006,0,14.10000,1.40000,-1.40000,0,0.04436,0.00440,-0.00440,0,Mass,0.190000,0.040000,-0.040000,0,,,,,635,9,-9,0,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,G9 V,5291.00,64.00,-64.00,0,0.87,0.01,-0.01,0,0.83,0.05,-0.05,0,-0.044,0.040,-0.040,0,[Fe/H],4.48,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2024-08-07,2024-06,2024-08-07
TOI-4633 c,TOI-4633,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,271.93863897,0.00673248,-0.00673248,0,,,,,3.530,0.556,-0.556,0,0.315,0.050,-0.050,0,,,,,,,,,,,,,,1.23,,,0,269,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5490.04,148.46,-148.46,0,1.58,0.10,-0.10,0,,,,,,,,,,4.02,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m22.34s,256.8431021,+62d28m31.97s,62.4755480,95.2016000,0.2390000,-0.2377000,9.0170000,0.0020000,-0.0020000,7.3490000,0.0240000,-0.0240000,8.8198300,0.0002310,-0.0002310,2024-08-07,2017-07,2024-08-07
TOI-757 b,TOI-757,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALQASIM_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1810A/abstract target=ref>Alqasim et al. 2024</a>,17.46819000,0.00002000,-0.00002000,0,0.122000,0.002000,-0.002000,0,2.500,0.100,-0.100,0,0.223,0.009,-0.009,0,10.50000,2.20000,-2.10000,0,0.03304,0.00692,-0.00661,0,Mass,0.390000,0.080000,-0.070000,0,,,,,641,10,-10,0,0,<a refstr=ALQASIM_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1810A/abstract target=ref>Alqasim et al. 2024</a>,K0 V,5278.00,63.00,-63.00,0,0.78,0.03,-0.03,0,0.80,0.05,-0.05,0,-0.270,0.040,-0.040,0,[Fe/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h31m58.76s,187.9948428,-35d33m16.03s,-35.5544523,60.3418000,0.2017000,-0.2003000,9.7430000,0.0040000,-0.0040000,7.8740000,0.0210000,-0.0210000,9.5536900,0.0003080,-0.0003080,2024-08-07,2024-07,2024-08-07
TOI-837 b,TOI-837,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.4275B/abstract target=ref>Barrag&aacute;n et al. 2024</a>,8.32491130,0.00000360,-0.00000360,0,0.088800,0.002600,-0.002900,0,9.169,0.381,-0.269,0,0.818,0.034,-0.024,0,120.45697,18.43405,-19.38753,0,0.37900,0.05800,-0.06100,0,Mass,,,,,164.00,14.00,-12.00,0,995,20,-19,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.4275B/abstract target=ref>Barrag&aacute;n et al. 2024</a>,F9/G0,5995.00,79.00,-79.00,0,1.05,0.01,-0.01,0,1.14,0.01,-0.01,0,0.010,0.040,-0.040,0,[Fe/H],4.45,0.00,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.4880000,0.4610000,-0.4580000,10.6350000,0.0070000,-0.0070000,8.9330000,0.0260000,-0.0260000,10.3560000,0.0006670,-0.0006670,2024-08-07,2024-07,2024-08-07
eps Ind A b,eps Ind A,1,3,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=MATTHEWS_ET_AL__2024 href=https://www.nature.com/articles/s41586-024-07837-8 target=ref>Matthews et al. 2024</a>,,,,,28.400000,10.000000,-7.200000,0,,,,,,,,,2005.49725,190.69704,-177.98391,0,6.31000,0.60000,-0.56000,0,Mass,0.400000,0.150000,-0.180000,0,,,,,275,,,0,0,<a refstr=MATTHEWS_ET_AL__2024 href=https://www.nature.com/articles/s41586-024-07837-8 target=ref>Matthews et al. 2024</a>,K5 V,4760.00,15.00,-15.00,0,0.68,0.00,0.00,0,0.76,0.04,-0.04,0,0.220,0.120,-0.120,0,[Fe/H],5.25,0.18,-0.34,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h03m29.14s,330.8714021,-56d47m48.85s,-56.7969023,3.6385700,0.0033300,-0.0033300,4.6900000,0.0300000,-0.0300000,2.2370000,0.2400000,-0.2400000,4.3456200,0.0073740,-0.0073740,2024-08-07,2024-07,2024-08-07
HD 135694 b,HD 135694,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,15.92346000,0.00003800,-0.00003800,0,0.120000,0.002000,-0.002000,0,2.532,0.084,-0.070,0,0.226,0.007,-0.006,0,6.10000,1.80000,-1.80000,0,0.01919,0.00566,-0.00566,0,Mass,0.000000,,,0,,,,,751,13,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5698.00,76.00,-73.00,0,1.07,0.02,-0.02,0,0.91,0.03,-0.03,0,-0.121,0.061,-0.059,0,[Fe/H],4.33,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.8713000,0.1439000,-0.1434000,9.0800000,0.0300000,-0.0300000,7.5020000,0.0230000,-0.0230000,8.9130700,0.0001960,-0.0001960,2024-07-23,2024-06,2024-07-23
HD 235088 b,HD 235088,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.43415100,0.00001800,-0.00001800,0,0.071000,0.001000,-0.001000,0,2.075,0.093,-0.071,0,0.185,0.008,-0.006,0,4.20000,2.40000,-2.40000,0,0.01321,0.00755,-0.00755,0,Mass,0.000000,,,0,,,,,754,16,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5087.00,63.00,-60.00,0,0.80,0.03,-0.02,0,0.85,0.02,-0.02,0,0.105,0.058,-0.059,0,[Fe/H],4.56,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m27.71s,300.6154535,+53d22m38.79s,53.3774418,41.1706000,0.0414000,-0.0414000,9.1900000,0.0300000,-0.0300000,7.0840000,0.0160000,-0.0160000,8.9427100,0.0003870,-0.0003870,2024-07-23,2024-06,2024-07-23
HD 25463 b,HD 25463,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.04914230,0.00000950,-0.00000950,0,0.076000,0.001000,-0.001000,0,2.545,0.112,-0.083,0,0.227,0.010,-0.007,0,8.70000,2.70000,-2.60000,0,0.02737,0.00850,-0.00818,0,Mass,0.000000,,,0,,,,,1198,19,-18,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6353.00,85.00,-77.00,0,1.42,0.02,-0.02,0,1.25,0.02,-0.02,0,-0.018,0.054,-0.062,0,[Fe/H],4.23,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,45.6181000,0.1254000,-0.1247000,6.9113400,0.0230000,-0.0230000,5.7060000,0.0180000,-0.0180000,6.7761300,0.0002540,-0.0002540,2024-07-23,2024-06,2024-07-23
HD 25463 c,HD 25463,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.04405000,0.00001000,-0.00001000,0,0.044300,0.000800,-0.000800,0,1.364,0.130,-0.096,0,0.122,0.012,-0.009,0,4.30000,1.90000,-1.90000,0,0.01353,0.00598,-0.00598,0,Mass,0.000000,,,0,,,,,1586,26,-24,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6353.00,85.00,-77.00,0,1.42,0.02,-0.02,0,1.25,0.02,-0.02,0,-0.018,0.054,-0.062,0,[Fe/H],4.23,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,45.6181000,0.1254000,-0.1247000,6.9113400,0.0230000,-0.0230000,5.7060000,0.0180000,-0.0180000,6.7761300,0.0002540,-0.0002540,2024-07-23,2024-06,2024-07-23
HD 332231 b,HD 332231,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,18.71202400,0.00002300,-0.00002300,0,0.145000,0.003000,-0.003000,0,9.073,0.187,-0.175,0,0.809,0.017,-0.016,0,74.10000,5.60000,-5.40000,0,0.23314,0.01762,-0.01699,0,Mass,0.000000,,,0,,,,,798,14,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6128.00,87.00,-80.00,0,1.27,0.02,-0.02,0,1.16,0.03,-0.03,0,0.043,0.063,-0.061,0,[Fe/H],4.30,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.6665000,0.1917000,-0.1908000,8.5580000,0.0020000,-0.0020000,7.2420000,0.0200000,-0.0200000,8.4183900,0.0002130,-0.0002130,2024-07-23,2024-06,2024-07-23
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,13.63082800,0.00002400,-0.00002400,0,0.110000,0.002000,-0.002000,0,3.426,0.097,-0.090,0,0.306,0.009,-0.008,0,5.90000,2.00000,-2.00000,0,0.01856,0.00629,-0.00629,0,Mass,0.000000,,,0,,,,,703,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5323.00,73.00,-71.00,0,0.98,0.02,-0.02,0,0.95,0.03,-0.03,0,0.332,0.058,-0.060,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.1920000,0.1772000,-0.1763000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-07-23,2024-06,2024-07-23
HD 6061 b,HD 6061,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.25490000,0.00110000,-0.00110000,0,0.060000,0.001000,-0.001000,0,2.428,0.099,-0.073,0,0.217,0.009,-0.006,0,10.00000,2.50000,-2.50000,0,0.03146,0.00787,-0.00787,0,Mass,0.000000,,,0,,,,,1075,17,-18,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5934.00,75.00,-78.00,0,1.01,0.02,-0.02,0,1.03,0.03,-0.04,0,-0.050,0.057,-0.055,0,[Fe/H],4.44,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m23.55s,15.5981441,+37d11m07.58s,37.1854394,67.6203000,0.2053000,-0.2040000,8.8440000,0.0020000,-0.0020000,7.3920000,0.0180000,-0.0180000,8.6993300,0.0004480,-0.0004480,2024-07-23,2024-06,2024-07-23
HD 63433 b,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.10793840,0.00000660,-0.00000660,0,0.072000,0.001000,-0.001000,0,2.164,0.058,-0.048,0,0.193,0.005,-0.004,0,37.30000,9.60000,-9.60000,0,0.11736,0.03020,-0.03020,0,Mass,0.000000,,,0,,,,,886,12,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5634.00,62.00,-65.00,0,0.92,0.01,-0.01,0,0.99,0.02,-0.03,0,0.079,0.054,-0.053,0,[Fe/H],4.51,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,0.0225000,-0.0225000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2024-07-23,2024-06,2024-07-23
HD 63433 c,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,20.54384700,0.00002100,-0.00002100,0,0.146000,0.003000,-0.003000,0,2.582,0.057,-0.056,0,0.230,0.005,-0.005,0,17.20000,10.30000,-9.30000,0,0.05412,0.03241,-0.02926,0,Mass,0.000000,,,0,,,,,622,9,-9,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5634.00,62.00,-65.00,0,0.92,0.01,-0.01,0,0.99,0.02,-0.03,0,0.079,0.054,-0.053,0,[Fe/H],4.51,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,0.0225000,-0.0225000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2024-07-23,2024-06,2024-07-23
HD 63935 b,HD 63935,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.05880700,0.00001500,-0.00001500,0,0.083000,0.002000,-0.002000,0,2.916,0.093,-0.077,0,0.260,0.008,-0.007,0,10.50000,1.60000,-1.50000,0,0.03304,0.00503,-0.00472,0,Mass,0.000000,,,0,,,,,825,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5513.00,71.00,-73.00,0,0.96,0.02,-0.02,0,0.94,0.03,-0.03,0,0.107,0.054,-0.057,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739000,0.1057000,-0.1053000,8.5800000,0.0300000,-0.0300000,6.8810000,0.0210000,-0.0210000,8.3935300,0.0002880,-0.0002880,2024-07-23,2024-06,2024-07-23
HD 63935 c,HD 63935,1,1,2,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,21.40270000,0.00180000,-0.00180000,0,0.148000,0.003000,-0.003000,0,3.065,0.088,-0.079,0,0.273,0.008,-0.007,0,11.10000,2.00000,-1.90000,0,0.03492,0.00629,-0.00598,0,Mass,0.000000,,,0,,,,,620,10,-10,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5513.00,71.00,-73.00,0,0.96,0.02,-0.02,0,0.94,0.03,-0.03,0,0.107,0.054,-0.057,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739000,0.1057000,-0.1053000,8.5800000,0.0300000,-0.0300000,6.8810000,0.0210000,-0.0210000,8.3935300,0.0002880,-0.0002880,2024-07-23,2024-06,2024-07-23
HD 77946 b,HD 77946,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.52736300,0.00002700,-0.00002700,0,0.073000,0.001000,-0.010000,0,2.896,0.187,-0.142,0,0.258,0.017,-0.013,0,10.90000,1.80000,-1.70000,0,0.03430,0.00566,-0.00535,0,Mass,0.211000,0.072000,-0.072000,0,,,,,1129,20,-18,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6007.00,83.00,-88.00,0,1.32,0.02,-0.01,0,1.20,0.03,-0.03,0,0.215,0.062,-0.063,0,[Fe/H],4.28,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m06.63s,136.7776440,+46d40m20.73s,46.6724251,99.4510000,0.3632000,-0.3607000,8.9900000,0.0300000,-0.0300000,7.6220000,0.0200000,-0.0200000,8.8518400,0.0002430,-0.0002430,2024-07-23,2024-06,2024-07-23
HIP 67522 b,HIP 67522,0,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.95939721,0.00036787,-0.00036787,0,,,,,9.380,0.546,-0.546,0,0.837,0.049,-0.049,0,,,,,,,,,,,,,,341.09,,,0,1096,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5854.00,,,0,1.34,0.07,-0.07,0,,,,,,,,,,4.44,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.2800000,1.1050000,-1.0870000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2024-07-23,2017-07,2024-07-23
